,goodreads_book_id,books_count,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,tags_list,tags_string,cluster,dbscan_cluster
902,667,460,Ayn Rand,1938.0,Anthem,Anthem,eng,3.62,95620,106766,7096,6095,10982,27984,34074,27631,"['fiction', 'favorites', 'philosophy', 'dystopia', 'dystopian', 'science-fiction', 'classics', 'currently-reading', 'sci-fi', 'owned', 'classic', 'school', 'literature', 'books-i-own', 'kindle', 'read-for-school', 'politics', 'novels', 'ayn-rand', 'fantasy', 'for-school', 'school-books', 'owned-books', 'adult', 'political', 'default', 'high-school', 'library', 'ebook', 'ebooks', 'classic-literature', 'scifi', 'my-ebooks', 'my-library', 'novel', 'young-adult', 'adult-fiction', 'american', 'objectivism', 'general-fiction', 'book-club', '20th-century', 'audiobook', 'dystopian-literature', 'sci-fi-fantasy', 'to-buy', 'dystopias', 're-read', 'novella', 'dystopian-fiction', '2012-2013-first-marking-quarter', 'speculative-fiction', 'audio', 'school-reads', 'sf', 'rand', 'i-own', 'audiobooks', 'all-time-favorites', 'literary-fiction', 'utopia-dystopia', 'social-commentary', 'short-stories', 'school-reading', 'literary', 'read-in-school', 'post-apocalyptic', 'required-reading', 'dystopian-lit', 'my-books', 'american-literature', 'e-books', 'classic-fiction', 'read-in-2016', 'e-book', 'books', 'romance', 'female-author', 'philosophical', 'own-it', 'scifi-fantasy', 'distopia', 'kindle-books', 'audio-books', 'classic-lit', 'russian', 'proposed-reading-program', 'english', 'read-in-2015', 'shelfari-favorites', 'modern', 'wish-list', 'favorite-books', 'contemporary', 'american-lit', 'distopian', 'libertarian', 'reviewed', 'female-authors', 'Ayn Rand', 'Anthem', 'Anthem', 'eng', 1938.0]",fiction favorites philosophy dystopia dystopian science-fiction classics currently-reading sci-fi owned classic school literature books-i-own kindle read-for-school politics novels ayn-rand fantasy for-school school-books owned-books adult political default high-school library ebook ebooks classic-literature scifi my-ebooks my-library novel young-adult adult-fiction american objectivism general-fiction book-club 20th-century audiobook dystopian-literature sci-fi-fantasy to-buy dystopias re-read novella dystopian-fiction 2012-2013-first-marking-quarter speculative-fiction audio school-reads sf rand i-own audiobooks all-time-favorites literary-fiction utopia-dystopia social-commentary short-stories school-reading literary read-in-school post-apocalyptic required-reading dystopian-lit my-books american-literature e-books classic-fiction read-in-2016 e-book books romance female-author philosophical own-it scifi-fantasy distopia kindle-books audio-books classic-lit russian proposed-reading-program english read-in-2015 shelfari-favorites modern wish-list favorite-books contemporary american-lit distopian libertarian reviewed female-authors Ayn Rand Anthem Anthem eng 1938.0,1,0
1146,7842288,76,"Kami Garcia, Margaret Stohl",2010.0,Beautiful Darkness,"Beautiful Darkness (Caster Chronicles, #2)",en-US,3.84,95447,107651,6614,2229,7934,27698,36754,33036,"['currently-reading', 'young-adult', 'fantasy', 'favorites', 'paranormal', 'ya', 'books-i-own', 'series', 'romance', 'owned', 'magic', 'supernatural', 'fiction', 'witches', 'caster-chronicles', 'paranormal-romance', 'urban-fantasy', 'read-in-2013', 'owned-books', 'kindle', 'beautiful-creatures', 'my-books', 'teen', 'kami-garcia', 'library', 'to-buy', 'audiobook', 'i-own', 'default', 'ya-fantasy', 'read-2013', 'ebooks', 'audiobooks', 'ebook', 'read-in-2011', 'ya-fiction', 'own-it', 'dnf', 'my-library', 'favourites', 'books', 'have', 'read-in-2014', 'audio', 'ya-paranormal', 'young-adult-fiction', 'mystery', 'did-not-finish', 'gothic', 'wish-list', 'vampires', '2013-reads', 'sci-fi-fantasy', 'ya-books', 'read-in-2010', 'adventure', 'signed', 'abandoned', 'male-pov', 'audio-books', 'books-i-have', 'e-book', 'on-my-shelf', 'my-bookshelf', 'love', 'bookshelf', 'kindle-books', 'read-in-2012', 'tbr', 'e-books', 'contemporary', '2013-books', 'ya-lit', 'teen-fiction', 'paranormal-fantasy', 'read-2014', 'bought', 'ghosts', 'part-of-a-series', 'young-adult-fantasy', 'book-series', 'high-school', 'nook', 'books-read-in-2013', 'fantasy-sci-fi', 'need-to-buy', 'own-to-read', '4-stars', 'demons', 'beautiful-creatures-series', 'favorite-books', 'favorite', 'arc', 'audible', 'audio-book', '2013-read', 'read-in-2015', 'borrowed', '3-stars', 'Kami Garcia, Margaret Stohl', 'Beautiful Darkness', 'Beautiful Darkness (Caster Chronicles, #2)', 'en-US', 2010.0]","currently-reading young-adult fantasy favorites paranormal ya books-i-own series romance owned magic supernatural fiction witches caster-chronicles paranormal-romance urban-fantasy read-in-2013 owned-books kindle beautiful-creatures my-books teen kami-garcia library to-buy audiobook i-own default ya-fantasy read-2013 ebooks audiobooks ebook read-in-2011 ya-fiction own-it dnf my-library favourites books have read-in-2014 audio ya-paranormal young-adult-fiction mystery did-not-finish gothic wish-list vampires 2013-reads sci-fi-fantasy ya-books read-in-2010 adventure signed abandoned male-pov audio-books books-i-have e-book on-my-shelf my-bookshelf love bookshelf kindle-books read-in-2012 tbr e-books contemporary 2013-books ya-lit teen-fiction paranormal-fantasy read-2014 bought ghosts part-of-a-series young-adult-fantasy book-series high-school nook books-read-in-2013 fantasy-sci-fi need-to-buy own-to-read 4-stars demons beautiful-creatures-series favorite-books favorite arc audible audio-book 2013-read read-in-2015 borrowed 3-stars Kami Garcia, Margaret Stohl Beautiful Darkness Beautiful Darkness (Caster Chronicles, #2) en-US 2010.0",7,0
970,766020,75,"Marcus Pfister, J. Alison James",1995.0,The Rainbow Fish,The Rainbow Fish,en-US,4.15,95421,96218,1764,2029,4860,17546,24018,47765,"['picture-books', 'childrens', 'children-s-books', 'children', 'children-s', 'childhood', 'childrens-books', 'kids', 'picture-book', 'kids-books', 'fiction', 'animals', 'favorites', 'currently-reading', 'friendship', 'childhood-favorites', 'sharing', 'childhood-books', 'classics', 'children-s-literature', 'children-books', 'children-s-lit', 'fish', 'fantasy', 'children-s-picture-books', 'owned', 'kid-books', 'childrens-lit', 'elementary', 'childhood-reads', 'books-i-own', 'my-childhood', 'preschool', 'favorite-children-s-books', 'children-s-book', 'childrens-picture-books', 'picturebooks', 'kid-s-books', 'childhood-memories', 'picture', 'edrd-314', 'early-childhood', 'default', 'school', 'ocean', 'storytime', 'pre-2000', 'ece-3601', 'library', 'childrens-literature', 'classic', 'modern-fantasy', 'animal', 'read-aloud', 'german', 'read-as-a-child', 'kiddos', 'nostalgia', 'favorite-picture-books', 'books-from-my-childhood', 'classroom-books', 'juvenile', 'youth', 'classroom', 'feelings', 'owned-books', 'read-as-a-kid', 'kindergarten', 'classroom-library', 'friends', 'social-emotional', 'top-picks-of-the-week', 'to-buy', 'children-s-fiction', 'for-the-kids', 'life-lessons', 'read-alouds', 'kid-lit', 'science', 'relationships', 'childrens-book', 'kid', 'i-own', 'children-ya', 'for-kids', 'from-my-childhood', 'illustrated', 'children-picture-books', 'kinderbücher', 'kinderboeken', 'baby-books', 'books-for-children', 'kids-picture-books', 'beginning-books', 'childhood-faves', 'young-readers', 'books-from-childhood', 'favorite-childrens-books', 'eng-355', 'Marcus Pfister, J. Alison James', 'The Rainbow Fish', 'The Rainbow Fish', 'en-US', 1995.0]","picture-books childrens children-s-books children children-s childhood childrens-books kids picture-book kids-books fiction animals favorites currently-reading friendship childhood-favorites sharing childhood-books classics children-s-literature children-books children-s-lit fish fantasy children-s-picture-books owned kid-books childrens-lit elementary childhood-reads books-i-own my-childhood preschool favorite-children-s-books children-s-book childrens-picture-books picturebooks kid-s-books childhood-memories picture edrd-314 early-childhood default school ocean storytime pre-2000 ece-3601 library childrens-literature classic modern-fantasy animal read-aloud german read-as-a-child kiddos nostalgia favorite-picture-books books-from-my-childhood classroom-books juvenile youth classroom feelings owned-books read-as-a-kid kindergarten classroom-library friends social-emotional top-picks-of-the-week to-buy children-s-fiction for-the-kids life-lessons read-alouds kid-lit science relationships childrens-book kid i-own children-ya for-kids from-my-childhood illustrated children-picture-books kinderbücher kinderboeken baby-books books-for-children kids-picture-books beginning-books childhood-faves young-readers books-from-childhood favorite-childrens-books eng-355 Marcus Pfister, J. Alison James The Rainbow Fish The Rainbow Fish en-US 1995.0",5,0
1127,61975,99,"Anne McCaffrey, Teodor Panasiński",1968.0,Dragonflight,"Dragonflight (Dragonriders of Pern, #1)",eng,4.1,95378,101637,2385,1514,4189,19367,34403,42164,"['fantasy', 'science-fiction', 'dragons', 'sci-fi', 'fiction', 'currently-reading', 'favorites', 'sci-fi-fantasy', 'owned', 'series', 'pern', 'anne-mccaffrey', 'young-adult', 'default', 'fantasy-sci-fi', 'books-i-own', 'scifi-fantasy', 'scifi', 'high-fantasy', 'sf', 'science-fiction-fantasy', 'romance', 'adventure', 'kindle', 'adult', 'ya', 'sword-and-laser', 'library', 'epic-fantasy', 'time-travel', 'dragon', 'owned-books', 're-read', 'classics', 'ebook', 'mccaffrey', 'fantasy-scifi', 'sf-fantasy', 'sff', 'science-fantasy', 'audiobook', 'speculative-fiction', 'reread', 'my-library', 'to-buy', 'sci-fi-and-fantasy', 'audio', 'to-read-fantasy', 'favourites', 'novels', 'dragonriders-of-pern', 'my-books', 'audiobooks', 'female-author', 'classic', 'audible', 'science-fiction-and-fantasy', 'first-in-series', 'adult-fiction', 'maybe', 'sf-f', 'mccaffrey-anne', 'i-own', 'own-it', 'ebooks', 'book-club', 'wish-list', 'all-time-favorites', 'novel', 'fantasy-fiction', 'read-more-than-once', 'adult-fantasy', 'fantasy-sf', 'childhood', 'childhood-favorites', 'fantasy-to-read', 'magic', 'fantasy-and-sci-fi', 'paperback', 'science', 'fantasy-series', 'sword-laser', 'ya-fantasy', 'books', 'to-re-read', 'abandoned', 'did-not-finish', 'favorite', 'dnf', 'english', 'e-books', 'fiction-fantasy', 'here-be-dragons', 're-reads', 'shelfari-favorites', 'read-in-2012', 'dragon-books', 'fantasy-science-fiction', 'read-in-2015', 'Anne McCaffrey, Teodor Panasiński', 'Dragonflight', 'Dragonflight (Dragonriders of Pern, #1)', 'eng', 1968.0]","fantasy science-fiction dragons sci-fi fiction currently-reading favorites sci-fi-fantasy owned series pern anne-mccaffrey young-adult default fantasy-sci-fi books-i-own scifi-fantasy scifi high-fantasy sf science-fiction-fantasy romance adventure kindle adult ya sword-and-laser library epic-fantasy time-travel dragon owned-books re-read classics ebook mccaffrey fantasy-scifi sf-fantasy sff science-fantasy audiobook speculative-fiction reread my-library to-buy sci-fi-and-fantasy audio to-read-fantasy favourites novels dragonriders-of-pern my-books audiobooks female-author classic audible science-fiction-and-fantasy first-in-series adult-fiction maybe sf-f mccaffrey-anne i-own own-it ebooks book-club wish-list all-time-favorites novel fantasy-fiction read-more-than-once adult-fantasy fantasy-sf childhood childhood-favorites fantasy-to-read magic fantasy-and-sci-fi paperback science fantasy-series sword-laser ya-fantasy books to-re-read abandoned did-not-finish favorite dnf english e-books fiction-fantasy here-be-dragons re-reads shelfari-favorites read-in-2012 dragon-books fantasy-science-fiction read-in-2015 Anne McCaffrey, Teodor Panasiński Dragonflight Dragonflight (Dragonriders of Pern, #1) eng 1968.0",10,0
793,16130549,116,Stephen King,2013.0,Doctor Sleep,"Doctor Sleep (The Shining, #2)",eng,4.1,95276,116565,13654,1117,4071,19995,48181,43201,"['horror', 'stephen-king', 'fiction', 'favorites', 'currently-reading', 'owned', 'thriller', 'books-i-own', 'fantasy', 'paranormal', 'king', 'kindle', 'series', 'supernatural', 'audiobook', 'default', 'read-in-2014', 'audiobooks', 'read-in-2013', 'owned-books', 'mystery', 'library', 'to-buy', 'suspense', 'audio', 'my-books', 'ebook', 'adult', 'adult-fiction', 'read-2014', 'audible', 'horror-thriller', 'ebooks', 'wish-list', 'read-2013', 'novels', 'book-club', 'audio-books', 'ghosts', 'my-library', 'mystery-thriller', 'audio-book', 'read-in-2015', 'favourites', 'scary', 'contemporary', 'nook', 'terror', 'thrillers', 'have', 'alcoholism', 'i-own', 'own-it', 'e-book', 'sci-fi', 'books', 'read-in-2016', 'the-king', 'abandoned', 'american', '2013-reads', '2014-reads', 'king-stephen', '2013-books', 'did-not-finish', 'english', 'e-books', 'novel', 'thriller-horror', 'read-2015', 'vampires', 'science-fiction', 'books-read-in-2013', '2014-read', 'reviewed', 'bookshelf', 'library-books', 'sequel', 'listened-to', 'tbr', 'books-read-in-2014', 'spooky', 'sci-fi-fantasy', 'read-2016', 'on-hold', 'want-to-read', '2015-reading-challenge', 'fiction-horror', 'horror-suspense', 'kindle-books', 'didn-t-finish', 'borrowed', '21st-century', 'favorite-authors', 'books-i-have', 'creepy', 'read-in-2017', 'bought', 'hardcover', 'Stephen King', 'Doctor Sleep', 'Doctor Sleep (The Shining, #2)', 'eng', 2013.0]","horror stephen-king fiction favorites currently-reading owned thriller books-i-own fantasy paranormal king kindle series supernatural audiobook default read-in-2014 audiobooks read-in-2013 owned-books mystery library to-buy suspense audio my-books ebook adult adult-fiction read-2014 audible horror-thriller ebooks wish-list read-2013 novels book-club audio-books ghosts my-library mystery-thriller audio-book read-in-2015 favourites scary contemporary nook terror thrillers have alcoholism i-own own-it e-book sci-fi books read-in-2016 the-king abandoned american 2013-reads 2014-reads king-stephen 2013-books did-not-finish english e-books novel thriller-horror read-2015 vampires science-fiction books-read-in-2013 2014-read reviewed bookshelf library-books sequel listened-to tbr books-read-in-2014 spooky sci-fi-fantasy read-2016 on-hold want-to-read 2015-reading-challenge fiction-horror horror-suspense kindle-books didn-t-finish borrowed 21st-century favorite-authors books-i-have creepy read-in-2017 bought hardcover Stephen King Doctor Sleep Doctor Sleep (The Shining, #2) eng 2013.0",9,0
1113,156538,434,"Elizabeth Gaskell, Alan Shelston",1854.0,North and South,North and South,eng,4.13,95274,106167,5470,2016,4265,17507,36518,45861,"['classics', 'favorites', 'fiction', 'romance', 'classic', 'historical-fiction', 'books-i-own', 'historical', '19th-century', 'currently-reading', 'favourites', 'owned', 'victorian', 'kindle', 'literature', 'british', '1001-books', 'historical-romance', 'british-literature', 'england', 'classic-literature', 'book-club', 'to-buy', 'classics-to-read', 'audiobook', 'novels', 'owned-books', '1001', 'audiobooks', 'english', 'adult', 'ebook', 'to-read-classics', 'history', 'elizabeth-gaskell', 'brit-lit', 'wish-list', 'my-ebooks', 'ebooks', 'english-literature', 'adult-fiction', 'audio', 'classic-fiction', 'british-lit', 'all-time-favorites', 'library', '1001-books-to-read-before-you-die', 'audible', 'literary-fiction', 'novel', 'e-book', 'classic-lit', 'my-library', 'uk', 'drama', 'read-in-2015', 'victorian-literature', 'abandoned', 'female-authors', 'school', 'default', 'i-own', 'read-in-2016', 'women-writers', '1800s', '5-stars', 'audio-book', 'female-author', 'read-in-2013', '1001-books-to-read', 'favorite-books', 'favorite', '2015-reading-challenge', 'the-classics', 'to-read-fiction', 'tbr', 'bookclub', 're-read', 'my-books', 'love', 'general-fiction', 'on-hold', 'university', 'own-it', 'all-time-favourites', 'read-in-2017', 'e-books', 'romantic', 'penguin-english-library', 'favourite', 'read-in-english', 'audio-books', 'did-not-finish', 'victorian-lit', 'favourite-books', 'read-in-2012', 'maybe', 'women', 'read-in-2014', 'Elizabeth Gaskell, Alan Shelston', 'North and South', 'North and South', 'eng', 1854.0]","classics favorites fiction romance classic historical-fiction books-i-own historical 19th-century currently-reading favourites owned victorian kindle literature british 1001-books historical-romance british-literature england classic-literature book-club to-buy classics-to-read audiobook novels owned-books 1001 audiobooks english adult ebook to-read-classics history elizabeth-gaskell brit-lit wish-list my-ebooks ebooks english-literature adult-fiction audio classic-fiction british-lit all-time-favorites library 1001-books-to-read-before-you-die audible literary-fiction novel e-book classic-lit my-library uk drama read-in-2015 victorian-literature abandoned female-authors school default i-own read-in-2016 women-writers 1800s 5-stars audio-book female-author read-in-2013 1001-books-to-read favorite-books favorite 2015-reading-challenge the-classics to-read-fiction tbr bookclub re-read my-books love general-fiction on-hold university own-it all-time-favourites read-in-2017 e-books romantic penguin-english-library favourite read-in-english audio-books did-not-finish victorian-lit favourite-books read-in-2012 maybe women read-in-2014 Elizabeth Gaskell, Alan Shelston North and South North and South eng 1854.0",0,0
722,33600,101,Gregory David Roberts,2003.0,Shantaram,Shantaram,eng,4.26,95213,111838,10295,2188,4308,13378,34106,57858,"['currently-reading', 'fiction', 'favorites', 'india', 'travel', 'favourites', 'owned', 'adventure', 'books-i-own', 'non-fiction', 'book-club', 'abandoned', 'biography', 'novels', 'contemporary', 'memoir', 'asia', 'crime', 'to-buy', 'historical-fiction', 'unfinished', 'kindle', 'autobiography', 'literature', 'owned-books', 'default', 'contemporary-fiction', 'did-not-finish', 'library', 'audible', 'audiobook', 'recommended', 'novel', 'shelfari-favorites', 'general-fiction', 'didn-t-finish', 'australia', 'audiobooks', 'wish-list', 'audio', 'all-time-favorites', 'drama', 'my-books', 'australian', 'literary-fiction', 'on-hold', 'my-library', 'cultural', 'favorite-books', 'bombay', 'favorite', 'ebook', 'to-read-fiction', 'indian', 'philosophy', 'gave-up', 'gave-up-on', 'i-own', 'couldn-t-finish', 'memoirs', 'thriller', 'nonfiction', 'romance', 'never-finished', 'biographies', 'maybe', 'dnf', 'classics', 'mystery', 'adult', 'must-read', 'bookclub', 'shantaram', 'stopped-reading', 'english', 'adult-fiction', 'biography-memoir', 'afghanistan', 'own-it', 'not-finished', 'could-not-finish', 'read-in-2015', 'bookshelf', 'south-asia', 'recommendations', 'favourite', 'ebooks', 'audio-book', 'biographical', 'own-to-read', 'home-library', 'modern', 'modern-fiction', 'audio-books', 'spirituality', 'borrowed', 'literary', 'read-in-2011', 'mumbai', 'Gregory David Roberts', 'Shantaram', 'Shantaram', 'eng', 2003.0]",currently-reading fiction favorites india travel favourites owned adventure books-i-own non-fiction book-club abandoned biography novels contemporary memoir asia crime to-buy historical-fiction unfinished kindle autobiography literature owned-books default contemporary-fiction did-not-finish library audible audiobook recommended novel shelfari-favorites general-fiction didn-t-finish australia audiobooks wish-list audio all-time-favorites drama my-books australian literary-fiction on-hold my-library cultural favorite-books bombay favorite ebook to-read-fiction indian philosophy gave-up gave-up-on i-own couldn-t-finish memoirs thriller nonfiction romance never-finished biographies maybe dnf classics mystery adult must-read bookclub shantaram stopped-reading english adult-fiction biography-memoir afghanistan own-it not-finished could-not-finish read-in-2015 bookshelf south-asia recommendations favourite ebooks audio-book biographical own-to-read home-library modern modern-fiction audio-books spirituality borrowed literary read-in-2011 mumbai Gregory David Roberts Shantaram Shantaram eng 2003.0,1,0
1226,5391115,44,Kelley Armstrong,2009.0,The Awakening,"The Awakening (Darkest Powers, #2)",eng,4.16,95026,98240,3118,1151,3775,17773,31477,44064,"['young-adult', 'favorites', 'fantasy', 'paranormal', 'ya', 'urban-fantasy', 'books-i-own', 'supernatural', 'series', 'currently-reading', 'werewolves', 'magic', 'romance', 'kelley-armstrong', 'ghosts', 'owned', 'fiction', 'witches', 'darkest-powers', 'paranormal-romance', 'teen', 'favourites', 'library', 'owned-books', 'to-buy', 'ya-paranormal', 'shapeshifters', 'ya-fantasy', 'my-books', 'zombies', 'read-in-2010', 'werewolf', 'default', 'i-own', 'ebook', 'kindle', 'demons', 'mystery', 'adventure', 'read-in-2011', 'ghost', 'ebooks', 'horror', 'shifters', 'have', 'kelly-armstrong', 'vampires', 'ya-books', 'ya-fiction', 'necromancer', '5-stars', 'love-triangle', 'darkest-powers-series', 're-read', 'my-library', 'young-adult-fiction', 'contemporary', 'wish-list', 'read-in-2012', 'teen-fiction', 'favorite-books', 'books', 'books-i-have', 'powers', 'favorite', 'fantasy-paranormal', 'paranormal-fantasy', 'audiobook', 'own-it', 'action', 'read-in-2009', 'signed', 'young-adult-fantasy', '4-stars', 'canadian', 'shelfari-favorites', 'trilogy', 'wolves', 'necromancers', 'necromancy', 'library-books', 'sci-fi', 'witches-wizards', 'read-in-2014', 'science-fiction', 'borrowed', 'need-to-buy', 'finished-series', 'witch', 'all-time-favorites', 'fantasy-sci-fi', 'my-favorites', 'favorite-series', 'part-of-a-series', 'read-2011', 'read-in-2013', 'young-adult-paranormal', 'audio', 'e-books', 'Kelley Armstrong', 'The Awakening', 'The Awakening (Darkest Powers, #2)', 'eng', 2009.0]","young-adult favorites fantasy paranormal ya urban-fantasy books-i-own supernatural series currently-reading werewolves magic romance kelley-armstrong ghosts owned fiction witches darkest-powers paranormal-romance teen favourites library owned-books to-buy ya-paranormal shapeshifters ya-fantasy my-books zombies read-in-2010 werewolf default i-own ebook kindle demons mystery adventure read-in-2011 ghost ebooks horror shifters have kelly-armstrong vampires ya-books ya-fiction necromancer 5-stars love-triangle darkest-powers-series re-read my-library young-adult-fiction contemporary wish-list read-in-2012 teen-fiction favorite-books books books-i-have powers favorite fantasy-paranormal paranormal-fantasy audiobook own-it action read-in-2009 signed young-adult-fantasy 4-stars canadian shelfari-favorites trilogy wolves necromancers necromancy library-books sci-fi witches-wizards read-in-2014 science-fiction borrowed need-to-buy finished-series witch all-time-favorites fantasy-sci-fi my-favorites favorite-series part-of-a-series read-2011 read-in-2013 young-adult-paranormal audio e-books Kelley Armstrong The Awakening The Awakening (Darkest Powers, #2) eng 2009.0",12,0
821,10746542,110,Julian Barnes,2011.0,The Sense of an Ending,The Sense of an Ending,eng,3.7,94968,114025,12966,2910,9843,30865,45258,25149,"['fiction', 'favorites', 'book-club', 'currently-reading', 'literary-fiction', 'contemporary-fiction', 'literature', 'booker-prize', 'british', 'owned', 'novels', 'kindle', 'books-i-own', 'man-booker-prize', 'read-in-2012', 'library', 'man-booker', 'booker', 'bookclub', '1001-books', 'england', 'read-2012', 'adult-fiction', 'audiobook', 'british-literature', 'favourites', 'read-in-2013', 'english', 'literary', 'ebook', 'novel', 'book-group', 'mystery', 'general-fiction', 'audiobooks', 'audio', 'booker-prize-winners', 'owned-books', 'contemporary', 'adult', '21st-century', '1001', 'philosophy', 'relationships', 'memory', 'read-in-2014', 'ebooks', 'book-club-books', 'booker-prize-2011', 'read-2013', 'friendship', 'award-winners', 'drama', 'coming-of-age', 'modern-fiction', 'julian-barnes', 'to-read-fiction', 'wish-list', 'e-book', 'booker-winners', 'read-in-2016', 'read-in-2015', 'audible', 'english-literature', 'read-in-2011', 'suicide', 'award-winner', 'man-booker-prize-winners', '1001-books-to-read-before-you-die', 'borrowed', '2012-books', 'my-library', 'realistic-fiction', 'read-2014', 'read-2016', 'novella', 'book-club-reads', 'read-2011', 'brit-lit', 'aging', 'reviewed', '2012-reads', 'read-in-2017', 'europe', 'british-lit', 're-read', 'my-books', 'read-in-english', 'e-books', 'library-book', 'british-fiction', '2010s', 'audio-book', '1001-books-you-must-read-before-you', 'abandoned', 'unreliable-narrator', 'audio-books', 'london', 'read-2017', 'Julian Barnes', 'The Sense of an Ending', 'The Sense of an Ending', 'eng', 2011.0]",fiction favorites book-club currently-reading literary-fiction contemporary-fiction literature booker-prize british owned novels kindle books-i-own man-booker-prize read-in-2012 library man-booker booker bookclub 1001-books england read-2012 adult-fiction audiobook british-literature favourites read-in-2013 english literary ebook novel book-group mystery general-fiction audiobooks audio booker-prize-winners owned-books contemporary adult 21st-century 1001 philosophy relationships memory read-in-2014 ebooks book-club-books booker-prize-2011 read-2013 friendship award-winners drama coming-of-age modern-fiction julian-barnes to-read-fiction wish-list e-book booker-winners read-in-2016 read-in-2015 audible english-literature read-in-2011 suicide award-winner man-booker-prize-winners 1001-books-to-read-before-you-die borrowed 2012-books my-library realistic-fiction read-2014 read-2016 novella book-club-reads read-2011 brit-lit aging reviewed 2012-reads read-in-2017 europe british-lit re-read my-books read-in-english e-books library-book british-fiction 2010s audio-book 1001-books-you-must-read-before-you abandoned unreliable-narrator audio-books london read-2017 Julian Barnes The Sense of an Ending The Sense of an Ending eng 2011.0,0,0
943,10584,132,Stephen King,1996.0,Desperation,Desperation,eng,3.8,94821,100128,1787,2284,8007,27093,32961,29783,"['currently-reading', 'fiction', 'owned', 'favorites', 'books-i-own', 'default', 'horror', 'stephen-king', 'fantasy', 'owned-books', 'suspense', 'my-library', 'my-books', 'library', 'horror-thriller', 'novels', 'i-own', 'king-stephen', 'kindle', 'ebook', 'own-it', 'mystery', 'nevada', 'adult', 'the-king', 'horror-suspense', 'ebooks', 'adult-fiction', 'hardcover', 'have', 'psychological', 'audiobook', 'audiobooks', 'home-library', 'police', 'sci-fi', 's-king', 'wish-list', 'general', 'books', 'novel', 'terror', 'king', 'tales', 'calibre', 'dark-tower', 'traffic', 'travelers', 'fiction-horror', 'scary', 'stephen-king-read', 'american', 'favourites', 'to-buy', 'contemporary', 'science-fiction', 'sk', 'stephenking', 'bookshelf', 'own-to-read', 'thrillers', 'unread', 'books-owned', 'audio', 'tbr', 'paperback', 'stephen-king-books', 'stephen-king-collection', 'e-books', 'home', 'creepy', 'stephen-king-to-read', 'my-collection', 'finished', 'sci-fi-fantasy', 'borrowed', 'collection', 'personal-library', 'horror-fiction', 'favorite-books', 'other', 'general-fiction', '20th-century', 'audio-books', 'books-i-have', 'thriller-horror', 'mystery-thriller', 'favorite-authors', 'on-kindle', 'dark', 'fantasy-horror', 'horror-supernatural', 'fantasy-sci-fi', 'read-in-2016', 'shelfari-favorites', 'on-the-shelf', 'religion', 'steven-king', '1996', 'Stephen King', 'Desperation', 'Desperation', 'eng', 1996.0]",currently-reading fiction owned favorites books-i-own default horror stephen-king fantasy owned-books suspense my-library my-books library horror-thriller novels i-own king-stephen kindle ebook own-it mystery nevada adult the-king horror-suspense ebooks adult-fiction hardcover have psychological audiobook audiobooks home-library police sci-fi s-king wish-list general books novel terror king tales calibre dark-tower traffic travelers fiction-horror scary stephen-king-read american favourites to-buy contemporary science-fiction sk stephenking bookshelf own-to-read thrillers unread books-owned audio tbr paperback stephen-king-books stephen-king-collection e-books home creepy stephen-king-to-read my-collection finished sci-fi-fantasy borrowed collection personal-library horror-fiction favorite-books other general-fiction 20th-century audio-books books-i-have thriller-horror mystery-thriller favorite-authors on-kindle dark fantasy-horror horror-supernatural fantasy-sci-fi read-in-2016 shelfari-favorites on-the-shelf religion steven-king 1996 Stephen King Desperation Desperation eng 1996.0,1,0
